Name,Info,URL
"Hoàng Phúc","Hoàng Phúc (黃福, 1363-1440), tự là Như Tích (如錫), biệt hiệu Hậu Nhạc Ông, người Xương Ấp, Sơn Đông, là một đại thần triều Minh, từng làm tán quân vụ ở An Nam thời Kỷ thuộc Minh.","https://nguoikesu.com/nhan-vat/hoang-phuc"
"Hoàng Phùng Cơ","Hoàng Phùng Cơ (chữ Hán: 黄馮基; ?-1787), còn gọi là quận Thạc (từ chữ Thạc quận công 碩郡公), là tướng thời Lê Mạt trong lịch sử Việt Nam. Ông tham gia phò tá và dự cuộc chiến khôi phục chính quyền Lê-Trịnh cuối thế kỷ 18 nhưng cuối cùng thất bại.","https://nguoikesu.com/nhan-vat/hoang-phung-co"
"Hoàng Phương","Hoàng Phương, tên thật Nguyễn Kim Hoàng (1943 – 19 tháng 10 năm 2002) là một nhạc sĩ nhạc vàng tại miền Nam Việt Nam trước năm 1975 và có cả sáng tác sau thời gian này. Những sáng tác của ông chủ yếu viết về tình yêu đôi lứa, tình yêu quê hương tha thiết. Hoàng Phương là tác giả của bài hát nổi tiếng Hoa sứ nhà nàng, bài hát nhạc vàng duy nhất được chính quyền mới cho phép lưu hành sau ngày 30 tháng 4 năm 1975. Ngoài ra ông cũng là chủ của Băng nhạc Gò Công nổi tiếng thập niên 1980-1990. Về cuối đời, Hoàng Phương sống trong cảnh nghèo khổ và mất vì bạo bệnh năm 2002.","https://nguoikesu.com/nhan-vat/hoang-phuong"
"Hoàng Quốc Việt","Hoàng Quốc Việt (1905–1992) là một chính khách, đảm nhiệm các vai trò Bí thư Tổng bộ Việt Minh, Chủ tịch Tổng Công đoàn Việt Nam, Viện trưởng Viện Kiểm sát Nhân dân Tối cao, Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam, Bí thư Xứ ủy Bắc Kỳ.","https://nguoikesu.com/nhan-vat/hoang-quoc-viet"
"Hoàng Sầm","Hoàng phúc hầu Hoàng Sầm (黃岑 Sinh: 1512 - ?), là một tiến sĩ, một đại quan dưới thời nhà Mạc. Ông sinh năm Nhâm Thân, niên hiệu Hồng Thuận thứ 8 (1512), người xã Thù Sơn, tổng Quế Trạo, huyện Hiệp Hòa, xứ Kinh Bắc (nay thuộc xóm Giếng, xã Hòa Sơn, huyện Hiệp Hòa, Bắc Giang). Năm ông 27 tuổi thi đỗ Hội nguyên, vào thi Đình đỗ Đệ nhất giáp tiến sĩ cập đệ, đệ tam danh (Thám hoa), khoa thi Mậu tuất, niên hiệu Đại chính thứ 9 (1530) đời Mạc Đăng Doanh. Ông là bạn đồng khoa với Trạng nguyên Giáp Hải. Hoàng Sầm làm quan cho vương triều nhà Mạc tới chức Lễ bộ Tả thị lang, tước ""Hoàng Phúc Hầu"".","https://nguoikesu.com/nhan-vat/hoang-sam"
"Hoàng Sào","Hoàng Sào (giản thể: 黄巢; phồn thể: 黃巢; bính âm: Huáng Cháo, 835 - 884) là người phát động Khởi Nghĩa Hoàng Sào, đồng thời cũng là thủ lĩnh của cuộc khởi nghĩa, diễn ra trong khoảng thời gian từ 874 đến 884, trong thời gian của cuộc khởi nghĩa Hoàng Sào xưng Hoàng Đế, thành lập chính quyền Đại Tề, khởi nghĩa Hoàng Sào tuy thất bại nhưng khiến nhà Đường suy yếu nghiêm trọng rồi sụp đổ trong khoảng 23 năm sau (năm 907).","https://nguoikesu.com/nhan-vat/hoang-sao"
"Hoàng Tá Viêm","Hoàng Kế Viêm (1820 - 1909) là phò mã và là một danh tướng nhà Nguyễn trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/hoang-ta-viem"
"Hoàng Thái Cực","Hoàng Thái Cực (chữ Hán: 皇太極; tiếng Mãn: .mw-parser-output .font-mong{font-family:""Menk Hawang Tig"",""Menk Qagan Tig"",""Menk Garqag Tig"",""Menk Har_a Tig"",""Menk Scnin Tig"",""Oyun Gurban Ulus Tig"",""Oyun Qagan Tig"",""Oyun Garqag Tig"",""Oyun Har_a Tig"",""Oyun Scnin Tig"",""Oyun Agula Tig"",""Mongolian BT"",""Mongolian Baiti"",""Mongolian Universal White"",""Noto Sans Mongolian"",""Mongol Usug"",""Mongolian White"",""MongolianScript"",""Code2000"",""Menksoft Qagan""}.mw-parser-output .font-mong-mnc,.mw-parser-output .font-mong:lang(mnc-Mong),.mw-parser-output .font-mong:lang(dta-Mong),.mw-parser-output .font-mong:lang(sjo-Mong){font-family:""Abkai Xanyan"",""Abkai Xanyan LA"",""Abkai Xanyan VT"",""Abkai Xanyan XX"",""Abkai Xanyan SC"",""Abkai Buleku"",""Daicing White"",""Mongolian BT"",""Mongolian Baiti"",""Mongolian Universal White"",""Noto Sans Mongolian""}ᡥᠣᠩ ᡨᠠᡳᠵᡳ, chuyển tả: Hong Taiji, 28 tháng 11, 1592 – 21 tháng 9 năm 1643), là vị Đại hãn thứ hai của nhà Hậu Kim, và là Hoàng đế sáng lập triều đại nhà Thanh trong lịch sử Trung Quốc. Ông cai trị từ năm 1626 đến năm 1643, được 16 năm. Một số ý kiến cho rằng ông mất vào năm 1644, cai trị được 17 năm. Các hậu duệ suy tôn miếu hiệu cho ông là Thanh Thái Tông (清太宗). Do ông bắt đầu thành lập Đại Thanh và dùng suốt niên hiệu Sùng Đức (崇德), nên còn có thể gọi ông là Sùng Đức Đế (崇德帝).","https://nguoikesu.com/nhan-vat/hoang-thai-cuc"
"Hoàng Thái Hậu","Hoàng thái hậu (chữ Hán: 皇太后; tiếng Anh: Dowager Empress, Empress Dowager hay Empress Mother), thường được gọi tắt là Thái hậu (太后), tước vị dành cho mẹ ruột của Hoàng đế đang tại vị, hoặc Hoàng hậu của vị Hoàng đế trước đó đã mất, và do Hoàng đế đang tại vị tôn phong.","https://nguoikesu.com/nhan-vat/hoang-thai-hau"
"Hoàng Thái Tử","Trữ quân (chữ Hán: 儲君), hoặc Tự quân (嗣君) hay Quốc Bổn (國本), là cách gọi trung lập tước vị dành cho người đã được chính thức chọn lựa để sau này nối ngôi Hoàng đế hay Quốc vương.","https://nguoikesu.com/nhan-vat/hoang-thai-tu"
"Hoàng Thanh","Hoàng Thanh có thể là:","https://nguoikesu.com/nhan-vat/hoang-thanh"
"Hoàng Thị Loan","Hồ Chí Minh, tên thật là Nguyễn Sinh Cung, vị chủ tịch đầu tiên của nước Việt Nam Dân chủ Cộng hòa (nay là Cộng hòa xã hội chủ nghĩa Việt Nam), sinh ra trong một gia đình nhà Nho nghèo ở làng Sen (hay làng Kim Liên), xã Kim Liên, huyện Nam Đàn, tỉnh Nghệ An.","https://nguoikesu.com/nhan-vat/hoang-thi-loan"
"Hoàng Tích Trí","Hoàng Tích Trý (hay còn được viết là Hoàng Tích Trí) (5 tháng 8 năm 1903 - 21 tháng 11 năm 1958) là giáo sư, bác sĩ vi trùng học và là Bộ trưởng Bộ Y tế Việt Nam trong những năm 1946-1958.","https://nguoikesu.com/nhan-vat/hoang-tich-tri"
"Hoàng Tố Lý","Hoàng Đình Bảo (1743-1782) là Huy quận công (còn gọi là Quận Huy) thời Lê-Trịnh, trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/hoang-to-ly"
"Hoàng Trung","Hoàng Trung (黄忠, bính âm: Huáng Zhōng; Wade-Giles: Huang Chung), (145-221), là một vị tướng cuối thời Đông Hán nhà Đông Hán đầu thời Tam Quốc trong lịch sử Trung Quốc. Hoàng Trung được Tam Quốc diễn nghĩa miêu tả là một lão tướng nhưng sức địch muôn người, đã lập nhiều công lao cho Lưu Bị và là một trong Ngũ hổ tướng của quân Thục gồm: Quan Vũ, Trương Phi, Mã Siêu, Hoàng Trung và Triệu Vân.","https://nguoikesu.com/nhan-vat/hoang-trung"
"Hoàng Vân","Hoàng Vân (tên khai sinh: Lê Văn Ngọ, sinh 24 tháng 7 năm 1930) là một nhạc sĩ nhạc đỏ Việt Nam, người được coi là có nhiều nhất sáng tác về các ngành và các bài hát của ông đều trở thành bài truyền thống. Ông nổi tiếng với hàng loạt ca khúc như ""Bài ca xây dựng"", ""Hò kéo pháo"", ""Người chiến sĩ ấy"", ""Quảng Bình quê ta ơi"", ""Tôi là người thợ lò"",... Ông còn có bút danh là Y - Na (tức ""Yêu Ngọc Anh"" - Ngọc Anh là người bạn đời của ông).","https://nguoikesu.com/nhan-vat/hoang-van"
"Hoàng Văn Đồng","Hoàng Văn Đồng là một sĩ quan cấp cao trong Quân đội Nhân dân Việt Nam, hàm Trung tướng, hiện là Chính ủy Bộ Tư lệnh Cảnh sát biển Việt Nam.","https://nguoikesu.com/nhan-vat/hoang-van-dong"
"Hoàng Văn Đức","Kỹ sư Hoàng Văn Đức (1918 - 1996) là đại biểu Quốc hội Việt Nam khóa đầu tiên, thuộc đoàn đại biểu Hà Nội. Sau khi trúng cử ông được bầu làm ủy viên Ban Thường vụ Quốc hội.","https://nguoikesu.com/nhan-vat/hoang-van-duc"
"Hoàng Văn Tán","Hoàng Văn Tán (chữ Hán: 黃文贊, ? - ?) người xã Xuân Lôi, huyện Vũ Ninh (nay thuộc xã Đại Xuân huyện Quế Võ, tỉnh Bắc Ninh). Ông thi đỗ trạng nguyên năm 1523, trong khoa thi Quý Mùi, niên hiệu Thống Nguyên thứ hai của vua Lê Cung Đế. Ông được giao cùng với Đông các đại học sĩ Đạo Nguyện bá Nguyễn Văn Thái thảo tờ chiếu của Lê Cung Hoàng nhường ngôi cho Mạc Đăng Dung (Đại Việt Sử ký Toàn thư chỉ chép là Nguyễn Văn Thái thảo chiếu này). Sau đó, ông làm quan nhà Mạc đến chức Tả Thị lang Bộ Lễ.","https://nguoikesu.com/nhan-vat/hoang-van-tan"
"Hoàng Văn Thái","Hoàng Văn Thái (1915–1986) là Đại tướng của Quân đội nhân dân Việt Nam và là một trong những tướng lĩnh có ảnh hưởng quan trọng trong sự hình thành và phát triển của Quân đội Nhân dân Việt Nam; người có công lao lớn trong cuộc chiến chống thực dân Pháp và ảnh hưởng lớn trong cuộc chiến chống đế quốc Mĩ của Việt Nam Dân chủ Cộng hòa. Ông là Tổng Tham mưu trưởng đầu tiên của Quân đội Nhân dân Việt Nam, góp công trong nhiều chiến dịch quan trọng như Chiến dịch Biên giới thu đông 1950, Trận Điện Biên Phủ (1954), Chiến dịch Tết Mậu Thân (1968), Chiến dịch năm 1972, Chiến dịch Hồ Chí Minh. Ông cũng là nhân vật chính trị cao cấp của Việt Nam, từng giữ chức Thứ trưởng Bộ Quốc phòng Việt Nam, Tư lệnh Quân giải phóng miền Nam, Đại biểu Quốc hội Việt Nam khóa VII, Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa III, IV, V.","https://nguoikesu.com/nhan-vat/hoang-van-thai"
"Hoàng Văn Thụ","Hoàng Văn Thụ (1909 - 1944) là nhà lãnh đạo cao cấp của Trung ương Đảng Cộng sản Đông Dương, người có đóng góp lớn vào phong trào cách mạng Việt Nam và là nhà thơ cách mạng Việt Nam trước Cách mạng tháng Tám năm 1945.","https://nguoikesu.com/nhan-vat/hoang-van-thu"
"Hoàng Việt","Hoàng Việt (28 tháng 2 năm 1928– 31 tháng 12 năm 1967) là một nhạc sĩ Việt Nam, người mà tên tuổi đã đi vào nền tân nhạc với tác phẩm ""Tình ca"".","https://nguoikesu.com/nhan-vat/hoang-viet"
"Hoàng Xá","Hoàng Xá là một xã thuộc huyện Thanh Thuỷ, tỉnh Phú Thọ, Việt Nam.","https://nguoikesu.com/nhan-vat/hoang-xa"
"Hoàng Xuân Hãn","Hoàng Xuân Hãn (1908–1996) là một nhà sử học, nhà ngôn ngữ học, nhà nghiên cứu văn hóa, giáo dục Việt Nam đồng thời là một kỹ sư, nhà toán học. Ông là người soạn thảo và ban hành Chương trình Trung học Việt Nam đầu tiên.","https://nguoikesu.com/nhan-vat/hoang-xuan-han"
"Hoàng Xuân Lãm","Hoàng Xuân Lãm (1928-2017) nguyên là một tướng lĩnh gốc Kỵ binh của Quân lực Việt Nam Cộng hòa, cấp bậc Trung tướng. Ông xuất thân từ những khóa đầu tiên tại trường Võ bị Liên quân được Quốc gia Việt Nam mở ra ở Cao nguyên miền Trung Việt Nam, Tốt nghiệp ông được chọn về Binh chủng Thiết giáp. Ông đã phục vụ ngành chuyên môn của mình từ chức vụ chỉ huy cấp Chi đội tuần tự theo hệ thống chỉ huy đến cấp Trung đoàn. Tuy nhiên, ông chỉ phục vụ trong Binh chủng Thiết giáp một thời gian ngắn (1952-1959). Sau đó ông được chuyển sang Tư lệnh đơn vị Bộ Binh. Sau cùng là Tư lệnh một Quân đoàn danh tiếng của Quân lực Việt Nam Cộng hòa. Sau chiến trận ""Mùa hè đỏ lửa"" năm 1972, ông bị cách chức và thuyên chuyển về Bộ Quốc phòng giữ chức vụ không quan trọng.","https://nguoikesu.com/nhan-vat/hoang-xuan-lam"
"Hùng Vương","Hùng Vương (chữ Hán: 雄王, chữ Nôm:?雄), là cách gọi các vị vua nước Văn Lang của người Lạc Việt. Hùng Vương thứ I là con trai của Lạc Long Quân, lên ngôi vào năm 2879 trước công nguyên, đặt quốc hiệu là Văn Lang, chia nước làm 15 bộ, truyền đời đến năm 258 trước công nguyên thì bị Thục Phán (An Dương Vương) chiếm mất nước.","https://nguoikesu.com/nhan-vat/hung-vuong"
"Huỳnh Công Tấn","Lĩnh binh Tấn (1837 –1874) tên thật Hoàng Tấn, Hoàng Văn Tấn, Hoàng Công Tấn; là một cộng sự đắc lực của thực dân Pháp trong việc đàn áp các cuộc khởi nghĩa của nông dân vào những năm gần cuối thế kỷ 19 tại Nam Kỳ, Việt Nam.","https://nguoikesu.com/nhan-vat/huynh-cong-tan"
"Huỳnh Đắc Hương","Huỳnh Đắc Hương (sinh 1922) là một sĩ quan cấp cao trong Quân đội Nhân dân Việt Nam, hàm Thiếu tướng, nguyên: Trưởng đoàn chuyên gia kiêm Chính ủy Quân tình nguyện Việt Nam tại Lào; Cục trưởng Cục Tổ chức Tổng cục Chính trị; Thứ trưởng Bộ thương binh và xã hội","https://nguoikesu.com/nhan-vat/huynh-dac-huong"
"Huỳnh Mẫn Đạt","Huỳnh Mẫn Đạt (黃敏達, 1807-1882) còn gọi là Tuần Phủ Đạt là quan nhà Nguyễn và là nhà thơ ở thế kỷ 19 tại Nam Bộ, Việt Nam.","https://nguoikesu.com/nhan-vat/huynh-man-dat"
"Huỳnh Minh","Huỳnh Minh (?-?) tên thật là Huỳnh Khắc Vịnh, sinh tại Bến Tre . Ông là một nhà biên khảo chuyên viết sách về thể loại lịch sử và văn hóa của vùng đất Nam Bộ .","https://nguoikesu.com/nhan-vat/huynh-minh"
"Huỳnh Phú Sổ","Huỳnh Phú Sổ (15 tháng 1 năm 1920 - 1947) là người sáng lập đạo Phật giáo Hòa Hảo. Theo các tài liệu của tôn giáo này, ông được các tín đồ gọi là ""Đức Thầy"", ""Đức Huỳnh Giáo Chủ"" hay ""Đức Tôn Sư"". Thư tịch đương thời còn ghi Huỳnh Phú Sổ được gọi là Ông đạo Xẻn.","https://nguoikesu.com/nhan-vat/huynh-phu-so"
"Huỳnh Tấn Phát","Kiến trúc sư Huỳnh Tấn Phát (1913-1989) là Chủ tịch Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam (1969-1976), Phó Thủ tướng, Phó Chủ tịch Hội đồng Nhà nước nước Cộng hòa Xã hội Chủ nghĩa Việt Nam.","https://nguoikesu.com/nhan-vat/huynh-tan-phat"
"Huỳnh Thiện Lộc","Huỳnh Thiện Lộc (1910 - 1953) là một kỹ sư nông nghiệp, nhà tư bản dân tộc và chính trị gia Việt Nam.","https://nguoikesu.com/nhan-vat/huynh-thien-loc"
"Huỳnh Thúc Kháng","Huỳnh Thúc Kháng (1876-1947), tự Giới Sanh, hiệu Mính Viên hay đôi khi được viết là Minh Viên, là một chí sĩ yêu nước người Việt Nam. Ông là Bộ trưởng Bộ Nội vụ (1946-1947) và Quyền Chủ tịch nước Việt Nam Dân chủ Cộng hòa (giai đoạn từ 31 tháng 5 đến 21 tháng 9 năm 1946), trước đó ông từng giữ chức Viện trưởng Viện Dân biểu Trung Kỳ thời thuộc Pháp. Nổi tiếng với tài năng, đức độ và lòng yêu nước, người dân Việt Nam thường nhắc đến ông với một tên gọi gần gũi: cụ Huỳnh.","https://nguoikesu.com/nhan-vat/huynh-thuc-khang"
"Khải Định","Khải Định (chữ Hán: 啓定帝; 8 tháng 10 năm 1885 – 6 tháng 11 năm 1925), tên khai sinh Nguyễn Phúc Bửu Đảo (阮福寶嶹), là vị hoàng đế thứ 12 của triều đại nhà Nguyễn trong lịch sử Việt Nam, ở ngôi từ 1916 đến 1925. Ông được truy tôn miếu hiệu là Nguyễn Hoằng Tông (阮弘宗).","https://nguoikesu.com/nhan-vat/khai-dinh"
"Khúc Hạo","Khúc Hạo (chữ Hán: 曲顥; trị vì: 907-917) hoặc Khúc Thừa Hạo , được suy tôn là Khúc Trung Chủ, là con của Khúc Thừa Dụ. Quê hương của cha con Khúc Thừa Dụ, Khúc Hạo nay được cho là làng Cúc Bồ xã Kiến Quốc huyện Ninh Giang tỉnh Hải Dương.","https://nguoikesu.com/nhan-vat/khuc-hao"
"Khúc Thừa Dụ","Khúc Thừa Dụ (chữ Hán: 曲承裕; trị vì: 905 - 907) được suy tôn là Khúc Tiên Chủ (曲先主), là người đặt cơ sở cho nền độc lập dân tộc Việt sau gần 1000 năm bị các triều đại Trung Hoa đô hộ.","https://nguoikesu.com/nhan-vat/khuc-thua-du"
"Khúc Thừa Hạo","Khúc Hạo (chữ Hán: 曲顥; trị vì: 907-917) hoặc Khúc Thừa Hạo , được suy tôn là Khúc Trung Chủ, là con của Khúc Thừa Dụ. Quê hương của cha con Khúc Thừa Dụ, Khúc Hạo nay được cho là làng Cúc Bồ xã Kiến Quốc huyện Ninh Giang tỉnh Hải Dương.","https://nguoikesu.com/nhan-vat/khuc-thua-hao"
"Khúc Thừa Mỹ","Khúc Thừa Mỹ (chữ Hán: 曲承美; trị vì: 917-923 hoặc 917-930) là người làng Cúc Bồ đất Hồng Châu (nay là xã Kiến Quốc huyện Ninh Giang, tỉnh Hải Dương), con của Khúc Hạo. Ông là vị Tiết độ sứ thứ ba trong thời kỳ tự chủ của họ Khúc trong lịch sử Việt Nam đầu thế kỷ 10.","https://nguoikesu.com/nhan-vat/khuc-thua-my"
"Kiến Phúc","Kiến Phúc (chữ Hán: 建福, 12 tháng 2 năm 1869 – 31 tháng 7 năm 1884), tên thật Nguyễn Phúc Ưng Đăng (阮福膺登), là vị Hoàng đế thứ bảy của triều đại nhà Nguyễn, lên ngôi ngày 2 tháng 12 năm 1883, tại vị được 8 tháng thì qua đời, ông được truy tôn miếu hiệu là Nguyễn Giản Tông (阮簡宗).","https://nguoikesu.com/nhan-vat/kien-phuc"
"Kinh Châu","Kinh Châu (giản thể: 荆州, phồn thể: 荊州; bính âm: Jīngzhōu) là một thành phố (địa cấp thị) thuộc tỉnh Hồ Bắc của Trung Quốc, nằm bên sông Dương Tử với dân số 6,3 triệu người, trong đó dân nội thành 5,56 triệu người.","https://nguoikesu.com/nhan-vat/kinh-chau"
"Kinh Dương Vương","Kinh Dương vương (chữ Hán: 涇陽王); là một nhân vật truyền thuyết, ông nội Hùng Vương thứ nhất, thuộc dòng dõi Vua Thần Nông vốn được suy tôn làm thủy tổ của người Bách Việt. Dã sử chép Kinh Dương vương tên húy là Lộc Tục (祿續), là người hình thành nhà nước sơ khai đầu tiên vào năm Nhâm Tuất (~2879 Tr.CN), đặt quốc hiệu là Xích Quỷ, Lãnh thổ của quốc gia dưới thời Kinh Dương vương rộng lớn, phía bắc tới sông Dương Tử (cả vùng hồ Động Đình), phía nam tới nước Hồ Tôn (Chiêm Thành), phía đông là Đông Hải (một phần của Thái Bình Dương), phía tây là Ba Thục (Tứ Xuyên, Trung Hoa ngày nay). Kinh Dương vương truyền ngôi cho con là Lạc Long Quân.","https://nguoikesu.com/nhan-vat/kinh-duong-vuong"
"Kinh Nam","Kinh Nam (荆南) (924–963) hay còn gọi là Nam Bình (南平), Bắc Sở (北楚), là một trong mười nước tại miền Trung Nam Trung Quốc, được thành lập sau năm 907, khi nhà Đường sụp đổ, đánh dấu sự khởi đầu của thời kỳ Ngũ đại Thập quốc tại Trung Quốc (907-960).","https://nguoikesu.com/nhan-vat/kinh-nam"
"Kinh Sơn","Kinh Sơn (chữ Hán giản thể: 京山县) là một huyện thuộc địa cấp thị Kinh Môn, tỉnh Hồ Bắc, Cộng hòa Nhân dân Trung Hoa. Huyện này có diện tích 3520 ki-lô-mét vuông, dân số năm 2002 là 636.100 người. Mã số bưu chính là 431800. Mã vùng điện thoại là 0724. Về mặt hành chính, huyện này được chia thành 14 trấn: Tân Thị, Vĩnh Hưng, Tào Vũ, La Điếm, Tống Hà, Bình Bá, Tam Dương, Lục Lâm, Dương Tập, Tôn Kiều, Thạch Long, Vĩnh Long, Nhạ Môn Khẩu, Tiền Trường.","https://nguoikesu.com/nhan-vat/kinh-son"
"Kinh Xuân Thu","Kinh Xuân Thu (chữ Hán: 春秋; bính âm: Chūnqiū), cũng được gọi là Lân Kinh (chữ Hán: 麟經) là bộ biên niên sử của nước Lỗ viết về giai đoạn từ năm 722 TCN tới năm 481 TCN, tức là từ Lỗ Ẩn Công năm thứ nhất đến Lỗ Ai Công năm thứ 14. Đây là văn bản lịch sử Trung Quốc sớm nhất còn lại và được ghi chép theo thể biên niên. Văn bản được đánh giá cực kỳ súc tích, và nếu bỏ toàn bộ những lời phê bình, nội dung sẽ dài khoảng 16.000 chữ, vì thế chỉ có thể hiểu được nghĩa của nó với sự hỗ trợ của những lời bình của các học giả thời xưa, đặc biệt theo truyền thống Tả truyện.","https://nguoikesu.com/nhan-vat/kinh-xuan-thu"
"Kỷ Dậu","Kỷ Dậu (chữ Hán: 己酉) là kết hợp thứ 46 trong hệ thống đánh số Can Chi của người Á Đông. Nó được kết hợp từ thiên can Kỷ (Thổ âm) và địa chi Dậu (gà). Trong chu kỳ của lịch Trung Quốc, nó xuất hiện trước Canh Tuất và sau Mậu Thân.","https://nguoikesu.com/nhan-vat/ky-dau"
"Kỷ Hồng Bàng","Hồng Bàng Thị (chữ Hán: 鴻龐氏) hay Thời đại Hồng Bàng là một giai đoạn lịch sử thuộc thời đại thượng cổ của lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/ky-hong-bang"
"Kỷ Mão","Kỷ Mão (chữ Hán: 己卯) là kết hợp thứ 16 trong hệ thống đánh số Can Chi của người Á Đông. Nó được kết hợp từ thiên can Kỷ (Thổ âm) và địa chi Mão (thỏ/mèo). Trong chu kỳ của lịch Trung Quốc, nó xuất hiện trước Canh Thìn và sau Mậu Dần.","https://nguoikesu.com/nhan-vat/ky-mao"
"Kỷ Sửu","Kỷ Sửu (chữ Hán: 己丑) là kết hợp thứ 26 trong hệ thống đánh số Can Chi của người Á Đông. Nó được kết hợp từ thiên can Kỷ (Thổ âm) và địa chi Sửu (bò/trâu). Trong chu kỳ của lịch Trung Quốc, nó xuất hiện trước Canh Dần và sau Mậu Tý.","https://nguoikesu.com/nhan-vat/ky-suu"
"Kỷ Tín","Kỷ Tín (chữ Hán: 紀信, ?- 204 TCN) là một võ tướng của Hán vương Lưu Bang. Trong cuộc chiến Hán Sở tranh hùng, khi Lưu Bang bị Tây Sở Bá vương Hạng Vũ vây rất ngặt ở thành Huỳnh Dương, thế khó thoát, nhờ Kỉ Tín đóng giả làm Hán vương để lừa Hạng Vũ, nhờ thế Lưu Bang mới thoát nạn được.","https://nguoikesu.com/nhan-vat/ky-tin"
"Lạc Long Quân","Lạc Long Quân (khoảng thế kỷ 8-7 TCN) (chữ Hán: 貉龍君) tên húy là Sùng Lãm (崇纜), là nhân vật truyền thuyết Việt Nam.","https://nguoikesu.com/nhan-vat/lac-long-quan"
"Lạc Việt","Lạc Việt (chữ Hán: 雒越 hoặc 駱越 hoặc 貉越) là tên gọi của một trong các dân tộc Việt trong nhóm Bách Việt. Người Lạc Việt đã từng sinh sống ở vùng đất mà nay là Tây Nam Quảng Đông, Đông Nam Quảng Tây (Trung Quốc), và miền Bắc Việt Nam. Người Lạc Việt là tổ tiên của một số dân tộc Việt Nam như Kinh, Mường , và còn được cho là tổ tiên của các tộc người Tráng ở Trung Quốc.","https://nguoikesu.com/nhan-vat/lac-viet"
"Lê Hiếu Trung","Lê Hiếu Trung (chữ Hán: 黎孝忠)[1] là một tư nghiệp Quốc tử giám thời Lê sơ, đỗ đồng tiến sĩ năm 1502.[2][3][4]","https://nguoikesu.com/nhan-vat/le-hieu-trung"
"Lê Anh Tông","Lê Anh Tông (chữ Hán: 黎英宗; 1532 - 22 tháng 1, 1573), tên húy là Lê Duy Bang (黎維邦), là vị Hoàng đế thứ ba của nhà Lê trung hưng và thứ 14 của nhà Hậu Lê. Ông trị vì từ năm 1556 đến năm 1572, tổng cộng 16 năm.","https://nguoikesu.com/nhan-vat/le-anh-tong"
"Lê Anh Tuấn","Lê Anh Tuấn có thể là:","https://nguoikesu.com/nhan-vat/le-anh-tuan"
"Lê Bá Ly","Lê Bá Ly (黎伯驪, 1476-1557) là tướng nhà Lê sơ và nhà Mạc và nhà Lê trung hưng trong lịch sử Việt Nam. Ông tham gia cuộc chiến tranh Lê-Mạc lần lượt phục vụ cho cả hai phe trong cuộc chiến này.","https://nguoikesu.com/nhan-vat/le-ba-ly"
"Lê Bá Ngọc","Lê Bá Ngọc (chữ Hán: 黎伯玉) hay Trương Bá Ngọc (chữ Hán: 張伯玉) (mất 1130) là thái sư và quan văn thời nhà Lý. Ông còn là một danh thần và là một nhà Nho.","https://nguoikesu.com/nhan-vat/le-ba-ngoc"
"Lê Bang Cơ","Lê Nhân Tông (chữ Hán: 黎仁宗, 9 tháng 5 năm 1441 – 3 tháng 10 năm 1459), là vị hoàng đế thứ ba của nhà Hậu Lê trong lịch sử Việt Nam, trị vì trong vòng 17 năm, từ năm 1442 sau khi Lê Thái Tông qua đời đến khi bị Lê Nghi Dân ám sát vào năm 1459.","https://nguoikesu.com/nhan-vat/le-bang-co"
"Lê Bật Tứ","Lê Bật Tứ (1563-1627) là quan nhà Lê trung hưng trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/le-bat-tu"
"Lê Bôi","Lê Bôi (1380-?),tên thật là Phạm Bôi, người làng Địa Linh, nay thuộc làng Đông Linh, xã An Bài, huyện Quỳnh Phụ, tỉnh Thái Bình (nay là xã Tình Di, huyện Đỗ Gia, nay là xã Sơn Diệm, huyện Hương Sơn, tỉnh Hà Tĩnh) trong một gia đình khoa bảng, là khai quốc công thần nhà Lê sơ trong lịch sử Việt Nam. Ông góp công lớn trong khởi nghĩa Lam Sơn.","https://nguoikesu.com/nhan-vat/le-boi"
"Lê Cảnh Tuân","Lê Cảnh Tuân (chữ Hán: 黎景詢; 1350-1416?), tự là Tử Mưu (字謀), là một nho sĩ sống vào khoảng thời gian cuối đời Trần, trải qua đời Hồ và đầu thời Minh thuộc trong lịch sử Việt Nam.","https://nguoikesu.com/nhan-vat/le-canh-tuan"
"Lê Chân Tông","Lê Chân Tông (chữ Hán: 黎真宗, 1630 – 1649) tên húy là Lê Duy Hựu (黎維祐, 黎維禔), là vị hoàng đế thứ 7 của nhà Lê trung hưng trong lịch sử Việt Nam, ở ngôi từ năm 1643 đến năm 1649, tổng cộng 6 năm.","https://nguoikesu.com/nhan-vat/le-chan-tong"
"Lê Chánh","Lê Chánh là một xã thuộc thị xã Tân Châu, tỉnh An Giang, đồng bằng sông Cửu Long, Việt Nam.","https://nguoikesu.com/nhan-vat/le-chanh"
